synthetic_id,year,yearbook_table_id,yearbook_table_trans,bgs_statistic_type_trans,country_trans,country_iso2_code,country_iso3_code,pole_of_inaccessibility_longitude,pole_of_inaccessibility_latitude,bgs_commodity_code,bgs_commodity_trans,bgs_sub_commodity_trans,erml_group,erml_commodity,erml_sub_commodity,cgi_commodity_url,quantity,quantity_in_book_style,data_precision_description,sdmx_code,sdmx_translation,units,concat_table_notes_code,concat_table_notes_text,concat_figure_notes_code,concat_figure_notes_text
1-114-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Mexico,MX,MEX,-101.933344,23.629557,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,21324,21324,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30398-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Suriname,SR,SUR,-55.911071,4.131244,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,0,-----,Nil (nothing produced),A,Normal Value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-93-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Costa Rica,CR,CRI,-84.192011,9.974655,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,100,100,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-280-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Italy,IT,ITA,10.612941,45.366552,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,631,631,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-149-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,India,IN,IND,79.282538,22.642556,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3153,3153,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",a,Years ended 31 March following that stated.
1-29-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Ivory Coast,CI,CIV,-5.562523,7.535269,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3570,3570,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-60-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Sudan,SD,SDN,29.851984,16.724177,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,5258,5258,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-98-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Ecuador,EC,ECU,-78.387217,-1.448862,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2750,2750,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30349-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,USA,US,USA,-97.834383,39.139831,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,298000,298000,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-281-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Japan,JP,JPN,142.796275,43.460760,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,8563,8563,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-110-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Honduras,HN,HND,-86.625162,14.818428,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,4984,4984,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-182-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Thailand,TH,THA,100.982474,15.485661,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,4950,4950,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-31-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Kenya,KE,KEN,37.821488,0.551546,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1477,1477,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",e,Exports.
1-293-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Spain,ES,ESP,-3.562909,40.389544,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,5559,5559,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-92-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Colombia,CO,COL,-73.327862,3.734623,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,20823,20823,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-22-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Eritrea,ER,ERI,38.540449,15.888025,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,0,-----,Nil (nothing produced),A,Normal Value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-195-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Greenland,GL,GRL,-41.282714,74.027848,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,0,-----,Nil (nothing produced),A,Normal Value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30459-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Kyrgyzstan,KG,KGZ,74.825934,41.734527,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,17000,17000,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-294-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Sweden,SE,SWE,18.043765,65.542091,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,5757,5757,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-145-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,China,CN,CHN,109.537431,32.216659,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,202000,202000,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",d,Metal production.
1-36-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Madagascar,MG,MDG,46.863413,-18.771091,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2802,2802,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-91-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Chile,CL,CHL,-69.731919,-26.162883,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,38688,38688,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-25-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Ghana,GH,GHA,-1.037270,6.962366,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,69575,69575,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30150-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Slovakia,SK,SVK,19.480382,48.704935,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,77,77,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-20-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Ethiopia,ET,ETH,38.369268,8.782801,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3670,3670,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",b,Years ended 7 July of that stated.
1-131-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Uruguay,UY,URY,-56.017155,-32.798210,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2079,2079,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-164-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Malaysia,MY,MYS,102.186548,4.029745,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,4289,4289,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-59-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,South Africa,ZA,ZAF,23.214466,-30.457875,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,398258,398258,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-38-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Mali,ML,MLI,-2.051310,18.495997,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,56019,56019,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-201-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Turkey,TR,TUR,33.526313,39.351717,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,4500,4500,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-72-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Zambia,ZM,ZMB,26.300237,-14.983260,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,140,140,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*|c,"Estimates.|Contained in blister copper, refinery muds and electrolytic copper."
1-266-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Canada,CA,CAN,-119.677633,59.205384,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,152059,152059,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-269-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Georgia,GE,GEO,43.340389,42.309976,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2876,2876,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-102-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,France (French Guiana),GF,GUF,-53.132164,3.927719,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3290,3290,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-303-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Tajikistan,TJ,TJK,72.249192,38.314141,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2700,2700,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-55-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Senegal,SN,SEN,-14.794929,15.046718,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,600,600,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-150-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Indonesia,ID,IDN,114.218582,-0.966315,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,142238,142238,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-265-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Bulgaria,BG,BGR,23.840188,42.733269,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2612,2612,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-47-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Niger,NE,NER,10.866246,17.975986,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,28,28,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-289-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Romania,RO,ROU,24.972941,45.853464,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1137,1137,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-2-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Algeria,DZ,DZA,3.207800,27.468551,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,369,369,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-169-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Oman,OM,OMN,57.386462,22.050248,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,188,188,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-86-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Bolivia,BO,BOL,-64.684753,-16.706876,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,11257,11257,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-43-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Morocco,MA,MAR,-6.587161,31.846552,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2747,2747,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",d,Metal production.
1-30399-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Russia,RU,RUS,94.136588,63.462201,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,168393,168393,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-122-883-57-2002,2002-01-01 00:00:00,57,Mine production of gold,Production,Peru,PE,PER,-73.033826,-13.197341,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,157298,157298,,A,Normal value,kilograms,1|2|3,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Eritrea, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
